Original Row Number,02 Gender,03 Height (in.),04 Weight (lbs.),05 Desired Weight (lbs.),06 Class Level,07 Born in TN?,08 Member of Frat/Sorority?,09 Current GPA,10 Where Do You Sit?,11 Type Of Computer Used?,12 Text Messages Sent Per Day,13 $ Spent on Haircut,14 Percent of Tuition You Pay,15 One or More Parents College Grad?,16 Hours Working a Job Per Week,17 Minutes Per Day on "Facebook",18 Talk on Cell Phone While Driving?,19 Read Text Messages While Driving?,20 Send Text Messages While Driving?,21 Number of Tattoos,22 Number of Body Piercings,23 Grade in Math 125,24 Expected Grade in Stat 201,25 Left or Right Handed?,26 Hand You Hold Phone to Ear,27 Which Wrist Wear Watch,28 Introvert or Extravert,29 Fold or Crumple Toilet Paper,30 Hours per Week Playing Video Games,31 Fold Hands - Thumb on Top?,32 Fuel Efficiency (mpg),33 Distance from Home to UT,34 Hair Color,35 Own an e-Reader?,36 Percentage Dateable,37 Cell Phone Contacts,38 Cell Phone Contacts Gender Majority,39 Right Foot Bigger Toe,40 Left Foot Bigger Toe,41 Percent UT You Are More Attractive Than,42 Percent UT You Are More Intelligent Than,43 Percent UT You Are More Athletic Than,44 Percent UT You Are Funnier Than,45 Percent UT You Are More Wealthy Than,46 Change in Pocket/Purse,47 Significant Other?,48 Your Own Attractiveness Rating,49 Number of Vol Football Games Attended,50 Favorite TV Show,Studentized Resid 42 Percent UT You Are More Intelligent Than,h 42 Percent UT You Are More Intelligent Than,Cook's D Influence 42 Percent UT You Are More Intelligent Than
618,Female,68,180,170,Sophomore,Yes,No,3.54,Near the Front,Mac,45,40,0,Yes,20,300,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,2,4,A-,B+,Right,Left,Left,Extravert,Crumple,5,Left,0,113.68,Blond,No,50,178,Females,Second Toe,Second Toe,60,60,75,60,45,2.34,Yes,85,250,Cake Boss,0.4924203066,0.1004777101,0.0011285439
619,Female,65,154,124,Sophomore,No,No,3.47,Around the Middle,Mac,200,50,0,No,0,120,Occasionally,Frequently,Practically Every Time I Drive,0,3,B+,B+,Ambidextrous,Right,Left,Extravert,Fold,0,Left,28,381.08,Blond,No,50,768,Same,Same,Same,64,67,50,70,88,10,No,74,6,The Vampire Diaries,0.101557571,0.0459773968,0.0000207109
620,Female,65,129,126,Senior,No,Yes,3.52,Around the Middle,Mac,100,50,0,Yes,15,60,Frequently,Occasionally,Occasionally,0,2,A-,A,Left,Left,Left,Extravert,Crumple,0,Right,29,553,Brown,No,100,100,Same,Big Toe,Second Toe,70,80,20,50,70,0,Yes,80,15,grey's anatomy,0.867834825,0.0355278912,0.0011559596
621,Female,63,125,115,Senior,No,No,3.2,Near the Front,Unknown,30,50,0,No,20,120,Frequently,Frequently,Frequently,1,2,A,A,Right,Right,Left,Introvert,Crumple,0,Left,14,127,Brown,No,20,200,Females,Big Toe,Big Toe,40,40,100,30,20,1.78,Yes,75,5,Sons of Anarchy,-0.341081463,0.0293437165,0.0001465395
622,Female,67,185,160,Junior,Yes,Yes,2.62,Near the Front,PC,50,35,0,No,20,300,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,6,3,B,B,Right,Right,Left,Extravert,Fold,2,Left,33,0,Brown,No,45,305,Males,Big Toe,Second Toe,50,50,20,75,30,0,No,80,0,Law and Order:SVU,0.4429641027,0.1374556825,0.0013028881
623,Male,72,200,185,Senior,Yes,No,3.1,Around the Middle,PC,30,0,0,Yes,20,90,Frequently,Frequently,Frequently,1,0,A,A,Right,Right,Right,Introvert,Crumple,0,Right,26,8,Brown,No,30,94,Same,Big Toe,Big Toe,80,60,80,40,45,44,Yes,80,30,sons of anarchy,-0.334987384,0.0257083156,0.0001233759
624,Male,72,180,170,Freshman,No,No,4,Near the Front,PC,1000,20,0,Yes,25,0,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,0,A,A,Left,Left,Right,Introvert,Varies,0,Left,25,32,Blond,No,10,150,Females,Second Toe,Second Toe,50,75,75,25,15,0,Yes,75,0,Scrubs,2.3702028299,0.1641158915,0.0459583418
625,Male,75,190,200,Sophomore,Yes,Yes,2.68,Around the Middle,Mac,150,16,50,Yes,0,60,Occasionally,Occasionally,On Rare Occasions,0,0,A,B,Right,Varies,Left,Extravert,Crumple,1,Left,12,163,Brown,No,1,256,Same,Same,Same,75,75,90,99,75,30,No,80,50,Entourage,0.0450143928,0.0224130147,1.9356927e-6
626,Female,66,170,150,Sophomore,No,No,2.56,The Front Row,PC,50,0,95,Yes,18,120,Occasionally,On Rare Occasions,On Rare Occasions,0,2,C,A,Right,Right,Left,Extravert,Fold,0,Left,0,0,Brown,No,5,300,Same,Same,Second Toe,0,0,50,5,0,0,No,100,5,The Kardashian,-1.194670643,0.0488901769,0.0030568638
627,Female,62,115,110,Senior,Yes,Yes,3,Around the Middle,PC,150,40,0,No,0,60,Frequently,Occasionally,On Rare Occasions,0,2,C+,B+,Right,Right,Left,Extravert,Fold,0,Right,25,170,Brown,No,40,200,Females,Big Toe,Big Toe,50,50,30,60,50,1.5,Yes,88,30,Desperate Housewives,-0.0879627,0.0138095061,4.5144328e-6
628,Male,70,160,160,Junior,Yes,No,2.92,Around the Middle,Mac,45,15,0,Yes,15,100,Occasionally,Frequently,Occasionally,0,0,C,B,Right,Right,Left,Extravert,Fold,7,Left,18,80,Red,No,50,100,Males,Second Toe,Second Toe,50,35,50,50,30,0.05,No,75,90,Entourage,-0.775236617,0.0155416568,0.0003953277
629,Male,74,205,190,Junior,Yes,Yes,2.96,Near the Back,PC,100,12,100,Yes,0,120,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,0,0,C+,B,Right,Right,Left,Extravert,Fold,10,Right,24,176,Brown,No,50,350,Males,Second Toe,Big Toe,100,100,100,100,100,0,Yes,100,40,Sportscenter,0.2554170227,0.0336233798,0.0000945765
630,Female,62,113,115,Sophomore,Yes,No,3.39,Near the Front,PC,50,30,75,Yes,10,60,Occasionally,Occasionally,Occasionally,2,5,A-,B+,Ambidextrous,Varies,Left,Extravert,Varies,0,Left,30,41.4,Black,Yes,30,117,Males,Second Toe,Second Toe,70,60,40,75,25,0.39,Yes,76,15,House,-0.43010197,0.0239080808,0.0001887929
631,Male,72,185,185,Sophomore,Yes,Yes,2.94,Near the Front,Mac,30,14,0,No,30,45,Occasionally,Occasionally,Occasionally,0,0,B-,B+,Right,Varies,Left,Extravert,Crumple,0,Left,16,94,Brown,No,5,200,Females,Big Toe,Big Toe,70,80,80,90,50,9,No,85,21,South Park,0.6780285539,0.0177845275,0.0003468329
632,Female,62,120,115,Sophomore,No,Yes,3.4,Around the Middle,Mac,200,40,0,Yes,8,1.5,Occasionally,Frequently,Frequently,0,4,B,B,Right,Right,Left,Extravert,Varies,0.25,Right,20,7.5,Brown,No,20,328,Same,Same,Second Toe,30,30,30,75,50,0,Yes,80,70,Desperate Housewives,-0.958750417,0.0217252131,0.0008505563
633,Male,73,175,185,Junior,Yes,No,3.01,Around the Middle,PC,10,15,0,Yes,6,60,On Rare Occasions,Occasionally,On Rare Occasions,0,0,B+,A-,Right,Right,Left,Extravert,Fold,0,Left,26,193,Brown,No,50,71,Same,Second Toe,Second Toe,50,30,20,50,30,0,No,58,18,man vs. wild,-1.115155065,0.0147549897,0.0007759861
634,Male,72,170,164,Junior,No,No,2.9,Around the Middle,Mac,10,30,0,Yes,40,80,Occasionally,Occasionally,On Rare Occasions,0,0,B+,B,Left,Left,Left,Extravert,Fold,35,Right,32,0,Brown,No,15,54,Females,Second Toe,Second Toe,100,80,68,70,75,22,No,80,12,Entourage,-0.527056429,0.0906728798,0.0011541447
635,Male,68,135,160,Junior,Yes,No,3.59,Near the Back,PC,75,0,100,Yes,8,40,On Rare Occasions,On Rare Occasions,Never,0,0,B+,A,Left,Left,Left,Extravert,Fold,0,Left,35,138,Brown,No,80,147,Females,Second Toe,Second Toe,45,80,35,50,60,0,No,65,16,Scrubs,0.8050613453,0.0344653981,0.000963967
636,Male,69,165,165,Junior,No,Yes,2.75,Somewhere Different All The Time,Mac,10,12,25,No,4,20,Occasionally,Occasionally,Occasionally,0,0,C-,B,Right,Varies,Left,Extravert,Fold,2,Right,0,380.93,Brown,No,10,100,Males,Same,Big Toe,50,50,50,50,50,0,No,85,15,Eastbound and Down,-0.210628365,0.0121753533,0.0000227837
637,Female,61,112,110,Sophomore,No,No,4,Near the Front,Mac,50,15,0,Yes,25,15,Frequently,Frequently,Frequently,0,2,A,A,Right,Right,Left,Extravert,Fold,0,Right,11,0.7,Blond,Yes,5,600,Same,Second Toe,Second Toe,50,75,80,90,75,70.77,No,90,800,Bachelorette,1.587644517,0.6790939726,0.2222528279
638,Male,71,175,175,Junior,Yes,No,3.5,Near the Back,Mac,75,13,0,Yes,35,60,Occasionally,On Rare Occasions,On Rare Occasions,1,0,A,A,Right,Right,Left,Introvert,Fold,12,Right,29,95,Blond,No,3,160,Same,Second Toe,Second Toe,38,80,95,30,60,0,Yes,55,4,The Office,1.1526398994,0.0368332841,0.0021169716
639,Male,72,200,195,Sophomore,Yes,Yes,3,Near the Back,PC,20,14,50,Yes,0,120,On Rare Occasions,Occasionally,Occasionally,0,0,A,A,Right,Left,Left,Extravert,Crumple,2,Left,26,182,Blond,No,20,321,Same,Second Toe,Second Toe,50,70,80,70,30,0,No,70,10,Entourage,0.4105532812,0.0149963827,0.0001069243
640,Male,74,180,200,Junior,No,No,2.57,Near the Front,PC,30,20,0,Yes,20,40,Occasionally,Frequently,Frequently,0,0,D+,B,Left,Left,Right,Extravert,Fold,10,Left,20,179.36,Brown,No,15,300,Same,Second Toe,Second Toe,50,75,75,80,40,0,No,80,12,Boardwalk Empire,0.9630391054,0.0205040716,0.0008089358
641,Female,68,120,115,Sophomore,Yes,Yes,3.78,Around the Middle,Mac,15,45,0,Yes,0,90,Occasionally,Frequently,Occasionally,0,2,A,A,Right,Varies,Left,Introvert,Fold,0,Left,0,381,Blond,No,50,225,Same,Second Toe,Big Toe,50,60,25,50,50,0.27,No,72,10,Glee,0.4270094949,0.0179655383,0.000138988
642,Male,73,235,220,Senior,Yes,No,3.12,Near the Front,PC,250,0,0,No,0,0,On Rare Occasions,Frequently,Occasionally,0,0,A,B+,Right,Right,Left,Introvert,Crumple,5,Right,20,27.8,Blond,No,0,20,Males,Big Toe,Big Toe,50,15,10,0,90,51,Yes,75,1,NCIS,-2.088907147,0.0555015937,0.0106839354
643,Male,69,150,160,Sophomore,No,No,2.9,Near the Back,PC,30,15,0,Yes,0,3,On Rare Occasions,Occasionally,Frequently,0,0,B,A-,Right,Right,Left,Introvert,Fold,4,Left,0,0,Black,No,50,100,Same,Second Toe,Second Toe,0,40,85,85,10,0,No,65,10,ESPN,0.0669612892,0.0445729987,8.7158694e-6
644,Male,70,160,165,Junior,No,Yes,2.8,Around the Middle,PC,50,15,0,Yes,0,1,Occasionally,Occasionally,Occasionally,0,0,C+,B,Right,Left,Left,Extravert,Crumple,3,Left,20,194.06,Brown,No,50,299,Same,Second Toe,Second Toe,50,50,60,65,50,7,Yes,65,7,Family Guy,-0.384398921,0.0105485664,0.0000656375
645,Male,73,220,210,Sophomore,No,No,2.7,Around the Middle,PC,50,15,25,Yes,5,60,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,0,C+,A,Right,Right,Left,Extravert,Fold,3,Right,17,45,Brown,No,50,112,Females,Big Toe,Big Toe,50,65,40,75,75,0,No,60,10,ESPN,0.1494987882,0.0155598397,0.0000147191
646,Male,68,175,175,Junior,No,No,2.21,Around the Middle,PC,70,35,100,No,21,60,Frequently,Frequently,Occasionally,1,0,B-,B-,Right,Right,Left,Extravert,Varies,2,Left,18,165,Brown,No,25,111,Males,Second Toe,Second Toe,50,70,20,50,50,0,No,80,10,true blood,0.9287608275,0.0205267018,0.0007532222
647,Female,64,160,130,Sophomore,No,No,3.87,Near the Back,PC,100,20,5,Yes,15,60,On Rare Occasions,On Rare Occasions,Never,0,4,A,A,Ambidextrous,Right,Left,Extravert,Crumple,0,Left,28,39.5,Blond,No,2,220,Females,Big Toe,Big Toe,25,65,60,75,10,5.25,No,69,9,The Office,0.6587253444,0.0227724642,0.0004213198
648,Male,71,145,165,Other,No,No,2.68,Around the Middle,Mac,1,0,100,Yes,8,20,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,0,C+,A,Right,Right,Left,Introvert,Crumple,0,Left,18,10.5,Brown,No,10,100,Same,Big Toe,Big Toe,60,60,70,60,60,0.15,No,80,10,Lost,-0.360014785,0.0167708261,0.0000921147
649,Female,65,190,130,Sophomore,Yes,Yes,2.59,Near the Front,PC,4,20,0,No,0,180,Occasionally,Occasionally,Occasionally,0,2,A-,A-,Right,Varies,Left,Introvert,Fold,2,Right,14,0,Red,No,40,88,Females,Same,Second Toe,10,25,5,5,10,0,No,20,20,Glee,0.0203914078,0.0347758709,6.2421331e-7
650,Female,68,120,125,Sophomore,Yes,Yes,2.75,Near the Front,PC,75,50,0,Yes,0,120,Frequently,Practically Every Time I Drive,Practically Every Time I Drive,3,3,B-,A-,Right,Right,Left,Extravert,Varies,0,Left,22,193,Brown,No,25,400,Same,Second Toe,Second Toe,90,60,75,80,60,0,Yes,85,10,big brother,-0.303217537,0.0410232724,0.0001638776
651,Male,75,190,200,Junior,Yes,Yes,3.34,Around the Middle,Mac,30,0,0,Yes,0,20,Occasionally,Occasionally,Occasionally,0,0,A,A,Right,Right,Left,Introvert,Crumple,8,Left,26,194,Brown,No,5,76,Males,Second Toe,Second Toe,80,95,60,70,75,0,No,80,12,Entourage,0.9242778473,0.015349429,0.0005548862
652,Male,71,205,185,Junior,No,Yes,1.96,Near the Back,Mac,10,20,100,Yes,40,30,Frequently,Occasionally,On Rare Occasions,0,0,A,A,Right,Varies,Left,Introvert,Fold,1,Left,25,5.9,Brown,Yes,25,300,Same,Second Toe,Second Toe,50,75,50,75,50,0,No,75,25,Arrested Development,0.8921614012,0.0266684968,0.000908685
653,Male,76,180,205,Senior,Yes,No,2.7,Near the Front,PC,12,30,0,Yes,0,3,Occasionally,Occasionally,Occasionally,0,0,B+,B,Left,Varies,Right,Introvert,Fold,0,Left,12,383,Brown,No,25,105,Males,Big Toe,Big Toe,90,75,75,90,60,0,No,95,12,maury,0.0815623677,0.0192108744,5.4292507e-6
654,Female,62,134,128,Sophomore,Yes,No,3.48,The Front Row,PC,50,25,0,Yes,3,240,On Rare Occasions,Never,Never,0,8,B+,A-,Right,Right,Left,Extravert,Crumple,2,Right,26,311.4,Brown,No,2,62,Males,Same,Same,5,5,1,1,1,0.5,Yes,69,10,Paranoia Agent,-1.032076584,0.0456858624,0.0021247267
655,Male,71,158,160,Junior,No,Yes,2.75,Near the Back,PC,25,0,0,Yes,0,150,Occasionally,Occasionally,Occasionally,0,0,C+,B,Right,Left,Left,Extravert,Crumple,4,Right,24,200,Black,No,75,110,Males,Second Toe,Second Toe,50,45,70,70,35,2,No,70,12,Whose Line is it Anyway,-0.532243012,0.0186741527,0.0002246138
656,Male,68,200,195,Junior,Yes,No,2.76,Around the Middle,PC,100,14,50,Yes,12,60,Occasionally,Frequently,Frequently,1,0,B-,B+,Ambidextrous,Right,Left,Introvert,Fold,6,Left,16,385,Brown,No,50,60,Males,Second Toe,Second Toe,100,100,50,50,50,0,Yes,100,5,sportscenter,1.4040581603,0.0244557153,0.0020591706
657,Male,72,194,185,Senior,Yes,No,2.85,Around the Middle,PC,300,15,0,No,0,60,Occasionally,Frequently,Frequently,1,0,B+,B+,Right,Right,Left,Extravert,Crumple,7,Left,18,130,Brown,No,40,202,Females,Same,Same,75,60,55,80,85,0,Yes,80,25,Monday Night Football,-0.335338997,0.0241992828,0.0001161979
658,Female,66,135,128,Junior,Yes,Yes,3.39,Around the Middle,PC,30,50,0,Yes,15,45,Occasionally,On Rare Occasions,On Rare Occasions,0,2,B-,A-,Right,Right,Right,Introvert,Fold,0,Right,19,186,Blond,No,15,260,Females,Same,Same,50,70,70,50,50,0,No,80,7,Friday Night Lights,0.6831787537,0.0095524951,0.0001875611
659,Male,72,195,180,Junior,Yes,Yes,2.98,Near the Back,Mac,15,11,50,Yes,0,2,Frequently,Frequently,Occasionally,0,0,A-,B,Right,Right,Left,Introvert,Fold,2,Right,11,193,Brown,No,25,287,Males,Big Toe,Big Toe,20,20,40,35,25,0,No,30,25,Entourage,-1.295579232,0.0195056839,0.0013913385
660,Female,64,125,115,Junior,Yes,No,2.5,The Back Row,PC,20,40,0,No,0,60,Frequently,Occasionally,On Rare Occasions,0,2,B-,B-,Left,Left,Right,Introvert,Fold,0,Right,21,98.9,Brown,No,45,140,Males,Second Toe,Second Toe,40,30,35,45,10,4.21,No,80,3,True Blood,-0.54024631,0.0147951096,0.0001826266
661,Male,75,190,190,Sophomore,Yes,No,3.2,Around the Middle,PC,80,0,0,No,0,30,Occasionally,Frequently,On Rare Occasions,2,3,A-,B,Right,Varies,Left,Extravert,Fold,0,Right,26,103,Brown,No,15,119,Females,Second Toe,Second Toe,70,65,75,75,10,0,No,84,7,True Blood,0.2801764333,0.0326512481,0.0001103999
662,Male,60,270,175,Junior,No,Yes,2.74,Around the Middle,Mac,450,0,10,No,25,100,Occasionally,Practically Every Time I Drive,Practically Every Time I Drive,4,0,B-,B-,Right,Right,Left,Extravert,Crumple,10,No Thumbs,10,36,Black,No,15,176,Females,Big Toe,Big Toe,76,24,100,70,100,1.99,No,97,4,Friends,-2.848707809,0.149717143,0.0595377857
663,Male,72,185,185,Sophomore,Yes,No,3.74,Near the Front,PC,45,20,0,No,0,30,Occasionally,Frequently,Frequently,0,0,A-,A,Right,Right,Left,Extravert,Crumple,0,Left,14,72,Brown,No,25,182,Females,Big Toe,Big Toe,70,85,70,85,50,0.5,No,77,10,NCIS,0.6632047778,0.011140997,0.000206478
664,Male,67,120,140,Sophomore,No,No,3.62,Near the Back,Mac,50,15,90,Yes,15,30,On Rare Occasions,On Rare Occasions,Never,0,0,A,A-,Right,Right,Left,Extravert,Fold,3,Left,30,30,Black,No,5,150,Same,Second Toe,Second Toe,50,80,20,80,40,0,No,70,10,Jersey Shore,0.653698308,0.0234823648,0.0004281591
665,Female,66,175,150,Junior,Yes,No,3.49,Near the Back,Mac,40,30,0,Yes,16,90,Practically Every Time I Drive,Occasionally,On Rare Occasions,0,2,B,A-,Right,Varies,Left,Introvert,Crumple,2,Left,30,8.5,Brown,No,20,40,Same,Big Toe,Same,5,20,5,25,15,1.21,Yes,75,4,Greek,-0.743257797,0.0188485474,0.0004421906
666,Female,66,125,115,Junior,No,No,3.2,Near the Back,Mac,200,40,100,No,0,60,Occasionally,Occasionally,Occasionally,0,4,B+,A-,Right,Right,Left,Extravert,Crumple,0,Right,30,198.6,Brown,No,20,440,Same,Big Toe,Big Toe,50,70,30,60,40,0.9,No,80,15,cake boss,0.7388965414,0.0252173398,0.0005885014
667,Male,76,175,190,Junior,Yes,Yes,2.44,Near the Back,Other,10,14,0,Yes,12,75,Frequently,Frequently,Frequently,0,0,B,B+,Right,Right,Left,Introvert,Crumple,1,Right,0,0,Black,No,30,150,Same,Second Toe,Second Toe,89,50,90,80,85,0,No,80,12,eastbound and down,-1.068612792,0.0228226857,0.0011112784
668,Male,74,175,175,Junior,No,No,2.2,Near the Back,PC,20,10,0,Yes,25,0,On Rare Occasions,Frequently,Occasionally,0,0,A,B+,Right,Right,Left,Extravert,Crumple,2,Right,36,0,Brown,No,1,226,Same,Second Toe,Big Toe,50,50,79,20,50,0,Yes,100,10,Justified,0.2084194311,0.0345124393,0.0000646985
669,Male,74,280,220,Junior,Yes,No,2.75,The Front Row,PC,5,20,100,Yes,40,0,Practically Every Time I Drive,Occasionally,On Rare Occasions,0,0,B+,A,Right,Right,Left,Extravert,Fold,0,Right,30,32.25,Brown,No,25,100,Males,Big Toe,Second Toe,75,90,75,75,75,0,Yes,70,20,The Office,0.3442778413,0.0493594396,0.0002564252
670,Female,66,117,110,Sophomore,Yes,No,3.83,Near the Front,Mac,16,40,0,No,0,120,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,6,A,A,Right,Right,Left,Introvert,Crumple,0,Left,35,379,Brown,No,15,186,Females,Big Toe,Big Toe,40,70,20,30,40,1.5,No,60,11,Glee,1.0683619811,0.0196795509,0.0009547128
671,Male,74,195,195,Junior,No,Yes,2.39,Near the Back,Mac,20,20,0,Yes,0,15,Frequently,Frequently,Occasionally,0,0,C+,B,Right,Right,Left,Extravert,Crumple,2,Right,13,927,Brown,No,15,145,Same,Second Toe,Second Toe,75,50,75,85,75,0,Yes,90,20,Rescue Me,-1.149979561,0.0195456897,0.0010984812
672,Male,74,175,200,Sophomore,Yes,No,3,Near the Back,PC,15,15,0,No,0,20,Occasionally,On Rare Occasions,On Rare Occasions,0,0,A,A-,Right,Right,Left,Introvert,Fold,2,Left,20,0,Black,No,40,89,Same,Big Toe,Big Toe,70,60,75,70,45,50,No,70,25,Big Brother,-0.430111509,0.0222198465,0.0001751664
673,Male,70,160,165,Junior,Yes,Yes,3.46,Around the Middle,PC,15,12,95,Yes,20,10,Frequently,Practically Every Time I Drive,Frequently,0,0,A,B,Right,Right,Left,Introvert,Fold,2,Right,16,53.6,Brown,No,1,453,Males,Same,Same,50,50,75,30,30,0.94,No,60,10,The League,-0.567204025,0.0255758752,0.0003518438
674,Female,67,160,140,Sophomore,Yes,No,2.66,Around the Middle,PC,40,80,0,Yes,20,60,Practically Every Time I Drive,Occasionally,On Rare Occasions,1,5,A,A,Right,Right,Left,Introvert,Crumple,0,Left,25,11.4,Brown,No,20,68,Females,Second Toe,Big Toe,10,50,0,5,10,98.53,No,35,5,Jersey Shore,1.3277182152,0.0659357762,0.0051849547
675,Male,69,180,185,Senior,No,No,2.8,Around the Middle,PC,15,12,0,No,0,0.5,Occasionally,Occasionally,Occasionally,2,0,B+,B+,Right,Varies,Left,Extravert,Crumple,0,Left,16,275,Brown,No,1,75,Same,Big Toe,Big Toe,90,80,80,75,80,0,Yes,90,3,sportscenter,0.1099335047,0.0288311597,0.0000149491
676,Male,74,260,220,Sophomore,Yes,Yes,3.24,Near the Back,Mac,40,15,0,Yes,0,2,Practically Every Time I Drive,Practically Every Time I Drive,Practically Every Time I Drive,0,0,A,A-,Right,Right,Left,Introvert,Fold,10,Left,19,302,Brown,No,20,256,Same,Second Toe,Second Toe,40,60,70,50,70,0.55,Yes,80,20,The OC,-0.198278943,0.0268111708,0.0000451295
677,Female,67,140,135,Sophomore,Yes,Yes,3.76,Around the Middle,PC,8,48,0,Yes,0,30,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,2,A-,A,Right,Right,Left,Extravert,Crumple,30,Left,28,94,Blond,No,40,150,Same,Big Toe,Big Toe,50,75,50,25,70,24.5,No,85,20,Friends,0.3152345529,0.066247881,0.0002937628
678,Female,64,102,107,Sophomore,Yes,Yes,3.3,Near the Front,Mac,100,64,0,Yes,12,4,Practically Every Time I Drive,Frequently,Frequently,0,3,B,B,Right,Right,Left,Extravert,Crumple,0,Right,18,193.24,Brown,No,30,419,Males,Big Toe,Big Toe,70,50,20,50,67,3.75,No,85,20,One Tree Hill,-0.43705142,0.0200803632,0.0001630929
679,Male,70,120,140,Junior,Yes,No,2.42,Near the Back,PC,20,15,0,No,0,120,On Rare Occasions,On Rare Occasions,On Rare Occasions,0,0,B-,B,Right,Right,Left,Extravert,Fold,5,Left,30,22,Black,No,80,123,Same,Second Toe,Second Toe,100,100,30,100,10,0,Yes,100,30,LOST,1.9425128802,0.0452078971,0.007444269
680,Female,62,115,95,Junior,Yes,Yes,3.8,The Front Row,PC,5,7,0,No,20,0,Practically Every Time I Drive,Practically Every Time I Drive,On Rare Occasions,0,2,A,A,Right,Right,Left,Introvert,Crumple,1,Right,30,15,Brown,No,0,500,Males,Big Toe,Big Toe,50,10,30,80,30,0,No,50,0,sponge bob,-2.924470565,0.0415745424,0.015457968
681,Female,66,140,140,Sophomore,Yes,No,3.94,Near the Front,Mac,40,37,0,Yes,0,30,Occasionally,On Rare Occasions,On Rare Occasions,0,2,A,A,Right,Right,Left,Extravert,Fold,0,Left,0,191,Blond,No,12,250,Females,Big Toe,Big Toe,30,75,35,20,65,1.01,No,35,5,Seinfeld,1.4003358455,0.0212993811,0.0017781578
682,Female,67,155,125,Junior,No,No,2.3,Near the Front,PC,100,75,100,No,40,10,Practically Every Time I Drive,Occasionally,On Rare Occasions,2,4,B+,B,Right,Right,Left,Extravert,Varies,0,Right,27,456,Brown,No,60,125,Same,Big Toe,Big Toe,50,40,40,40,20,1,No,65,3,seindfeld,-0.446870707,0.0422622185,0.0003671624
683,Male,72,175,180,Junior,Yes,No,2.38,Around the Middle,PC,20,10,100,No,19.5,60,Frequently,On Rare Occasions,On Rare Occasions,0,0,A,A,Right,Left,Left,Extravert,Fold,20,Right,35,288,Brown,No,50,114,Same,Big Toe,Big Toe,25,25,25,15,45,5,No,70,15,ncis and criminal minds,-1.310084837,0.0421395912,0.003146123
684,Male,72,145,165,Junior,Yes,Yes,3.9,Around the Middle,Mac,25,18,10,Yes,0,65,Occasionally,Occasionally,Frequently,0,0,A,A,Right,Right,Left,Extravert,Varies,6,Left,18,0,Brown,No,30,50,Same,Same,Same,50,85,75,60,70,65,Yes,80,20,espn,0.8242088945,0.0274016076,0.0007974544
685,Male,73,190,215,Junior,Yes,No,2.14,Around the Middle,PC,50,10,100,No,15,30,Occasionally,On Rare Occasions,On Rare Occasions,0,0,C+,B-,Right,Right,Left,Introvert,Fold,0,Right,22,12,Brown,No,15,216,Females,Second Toe,Second Toe,98,50,95,50,15,15,No,85,1,Friends,-1.125968346,0.0322319106,0.0017593647
686,Female,68,145,130,Junior,No,Yes,2.93,Near the Front,Mac,25,40,0,Yes,0,100,Occasionally,Occasionally,On Rare Occasions,0,2,B,B+,Right,Right,Left,Extravert,Crumple,0,No Thumbs,15,493,Blond,No,50,248,Females,Second Toe,Second Toe,99,89,50,85,95,99.99,No,100,25,Girls Next Door,0.3875552797,0.0520663111,0.0003437438
687,Female,65,130,125,Sophomore,Yes,Yes,3.83,Around the Middle,Mac,200,180,0,Yes,0,120,Occasionally,Frequently,Occasionally,0,2,A,A-,Right,Left,Left,Extravert,Crumple,3,Left,12,183,Blond,No,15,334,Same,Second Toe,Same,50,60,60,40,70,0.25,Yes,70,6,Weeds,0.1809422975,0.0700496771,0.0001027579
688,Female,60,112,106,Junior,Yes,No,2.5,Somewhere Different All The Time,PC,10,10,0,Yes,15,60,Frequently,Occasionally,Occasionally,5,9,B-,B,Left,Left,Left,Extravert,Crumple,0,Right,28,102,Blond,No,18,76,Males,Big Toe,Big Toe,60,65,75,60,30,24.55,Yes,84,2,Bones,0.7251542319,0.0956032762,0.0023161321
689,Male,72,182,175,Junior,Yes,No,2.93,Near the Back,PC,20,0,0,No,0,0,Practically Every Time I Drive,Practically Every Time I Drive,Frequently,0,2,C-,B+,Right,Right,Left,Extravert,Fold,0,Right,15,180,Brown,No,10,90,Same,Big Toe,Big Toe,60,50,30,95,80,2,Yes,60,5,nip tuck,-0.984621077,0.0251185306,0.0010408051
690,Male,68,195,175,Sophomore,Yes,No,3.49,Around the Middle,PC,30,14,50,Yes,0,45,Frequently,Frequently,Occasionally,0,0,A,A-,Right,Right,Left,Introvert,Crumple,5,Left,13,17.33,Brown,No,70,187,Same,Same,Same,20,50,40,75,15,1.16,Yes,55,15,Tosh.0,-0.178423927,0.0223578928,0.0000303351
691,Male,72,228,180,Sophomore,Yes,No,2.35,Somewhere Different All The Time,PC,15,16,50,Yes,30,1,Frequently,Frequently,Frequently,0,0,B+,B+,Right,Varies,Left,Extravert,Fold,1,Right,22,0,Blond,No,14.1,362,Males,Big Toe,Big Toe,65,50,35,98,1,0,No,80,6,South Park,-0.521962649,0.0418643552,0.0004960038
